"Period","Event Type","Name","Start (mm:ss)","Event Time (mm:ss)","Stop (mm:ss)","Start (ms)","Stop (ms)","Players","Teams","Tags","X Start","Y Start","X End","Y End","","","","","","","","","","",""
"1","Substitution","Lineup","00:00","00:00","00:00","0","0","","","","","","","","","","","","","","","","","",""
"1","Kick-off","Kick-off 001","01:21","01:31","01:41","81970","101970","#20 Ojakangas E.","","Outcome: 1st half | New subcategory 2: Right","","","","","","","","","","","","","","",""
"1","Pass","Pass 001","01:26","01:32","01:36","86970","96970","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.500","0.496","0.690","0.496","","","","","","","","","","",""
"1","Pass","Pass 002","01:32","01:38","01:42","92130","102130","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: failed","0.671","0.541","0.391","0.830","","","","","","","","","","",""
"1","extraction ","extraction  001","01:34","01:44","01:54","94410","114410","#30 Lehtinen Lassi","","Outcome: recovery","0.723","0.733","","","","","","","","","","","","",""
"1","Pass","Pass 003","01:39","01:45","01:49","99110","109110","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.723","0.689","0.600","0.889","","","","","","","","","","",""
"1","Pass","Pass 004","01:41","01:47","01:51","101330","111330","#15 laine S.","","New subcategory 2: success | Outcome: Pass","0.642","0.948","0.746","0.881","","","","","","","","","","",""
"1","extraction ","extraction  002","01:43","01:53","02:03","103070","123070","#40 Puhakainen L.","","Outcome: clearance","0.713","0.874","","","","","","","","","","","","",""
"1","pressing","pressing 001","01:53","02:03","02:13","113130","133130","#11 Reiju R.","","","0.320","0.222","0.277","0.178","","","","","","","","","","",""
"1","Ground","Ground 001","02:04","02:10","02:14","124810","134810","#8 O. Adawi","","New subcategory 1: Defensive | New subcategory 2: Failure","0.566","0.252","","","","","","","","","","","","",""
"1","P/A","P/A 001","02:01","02:11","02:21","121590","141590","","","Outcome: Success | : progressive","0.382","0.296","0.600","0.296","","","","","","","","","","",""
"1","pressing","pressing 002","02:13","02:23","02:33","133550","153550","#29 Haapalainen R.","","","0.600","0.778","0.543","0.785","","","","","","","","","","",""
"1","pressing","pressing 003","02:16","02:26","02:36","136970","156970","#10 Talvitie E.","","","0.415","0.474","0.344","0.496","","","","","","","","","","",""
"1","extraction ","extraction  003","02:21","02:31","02:41","141670","161670","#20 Ojakangas E.","","Outcome: interception","0.448","0.185","","","","","","","","","","","","",""
"1","Pass","Pass 005","02:30","02:36","02:40","150330","160330","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: failed","0.382","0.267","0.268","0.363","","","","","","","","","","",""
"1","counter pressing","counter pressing 001","02:30","02:40","02:50","150410","170410","#6 Marshall P.","","New subcategory 1: success","0.358","0.378","","","","","","","","","","","","",""
"1","Pass","Pass 006","02:34","02:40","02:44","154950","164950","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.320","0.281","0.197","0.126","","","","","","","","","","",""
"1","Pass","Pass 007","02:37","02:43","02:47","157270","167270","#11 Reiju R.","","Outcome: Cross | New subcategory 2: failed","0.149","0.096","0.031","0.207","","","","","","","","","","",""
"1","Pass","Pass 008","03:13","03:19","03:23","193710","203710","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: failed","0.017","0.015","0.045","0.356","","","","","","","","","","",""
"1","extraction ","extraction  004","03:12","03:22","03:32","192770","212770","#6 Marshall P.","","Outcome: interception","0.291","0.296","","","","","","","","","","","","",""
"1","Pass","Pass 009","03:17","03:23","03:27","197250","207250","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.306","0.281","0.159","0.081","","","","","","","","","","",""
"1","Shot","Shot 001","03:19","03:26","03:31","199130","211130","#10 Talvitie E.","","New subcategory 1: Off target | New subcategory 2: open ","0.154","0.289","0.121","0.348","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 001","03:23","03:29","03:33","203170","213170","#6 Marshall P.","","","0.211","0.341","","","","","","","","","","","","",""
"1","extraction ","extraction  005","03:23","03:33","03:43","203130","223130","#20 Ojakangas E.","","Outcome: interception","0.457","0.674","","","","","","","","","","","","",""
"1","Pass","Pass 010","03:29","03:35","03:39","209810","219810","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.462","0.689","0.405","0.904","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 002","03:31","03:37","03:41","211070","221070","#15 laine S.","","","0.391","0.948","","","","","","","","","","","","",""
"1","P/A","P/A 002","03:32","03:42","03:52","212690","232690","","","Outcome: Success | : throw-in","0.476","0.993","0.339","0.926","","","","","","","","","","",""
"1","pressing","pressing 004","03:34","03:44","03:54","214450","234450","#29 Haapalainen R.","","","0.429","0.919","0.372","0.889","","","","","","","","","","",""
"1","Aerial","Aerial 001","03:47","03:53","03:57","227610","237610","#6 Marshall P.","","New subcategory 1: Defensive | New subcategory 2: Success","0.434","0.548","","","","","","","","","","","","",""
"1","Pass","Pass 011","03:47","03:53","03:57","227470","237470","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.462","0.563","0.367","0.681","","","","","","","","","","",""
"1","Aerial","Aerial 002","03:48","03:54","03:58","228210","238210","#15 laine S.","","New subcategory 1: Offensive | New subcategory 2: Success","0.382","0.689","","","","","","","","","","","","",""
"1","Pass","Pass 012","03:50","03:56","04:00","230390","240390","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.372","0.674","0.254","0.570","","","","","","","","","","",""
"1","Pass","Pass 013","03:51","03:57","04:01","231710","241710","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: failed","0.249","0.585","0.149","0.637","","","","","","","","","","",""
"1","Aerial","Aerial 003","03:52","03:58","04:02","232230","242230","#10 Talvitie E.","","New subcategory 1: Offensive | New subcategory 2: Success","0.244","0.615","","","","","","","","","","","","",""
"1","Ground","Ground 002","03:55","04:01","04:05","235870","245870","#10 Talvitie E.","","New subcategory 1: Defensive | New subcategory 2: Failure","0.235","0.563","","","","","","","","","","","","",""
"1","Aerial","Aerial 004","03:59","04:05","04:09","239630","249630","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.363","0.807","","","","","","","","","","","","",""
"1","Pass","Pass 014","04:00","04:06","04:10","240410","250410","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: failed","0.363","0.815","0.258","0.748","","","","","","","","","","",""
"1","counter pressing","counter pressing 002","03:59","04:09","04:19","239210","259210","#20 Ojakangas E.","","New subcategory 1: success","0.273","0.704","","","","","","","","","","","","",""
"1","Pass","Pass 015","04:03","04:09","04:13","243970","253970","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.291","0.711","0.197","0.600","","","","","","","","","","",""
"1","Dribble","Dribble 001","04:06","04:12","04:16","246790","256790","#10 Talvitie E.","","New subcategory 1: Offensive | New subcategory 3: Success","0.220","0.644","0.220","0.533","","","","","","","","","","",""
"1","Pass","Pass 016","04:07","04:13","04:17","247730","257730","#10 Talvitie E.","","New subcategory 2: success | Outcome: Through pass","0.235","0.548","0.102","0.326","","","","","","","","","","",""
"1","Shot","Shot 002","04:08","04:15","04:20","248590","260590","#11 Reiju R.","","New subcategory 1: Off target | New subcategory 2: open ","0.102","0.296","0.040","0.385","","","","","","","","","","",""
"1","Pass","Pass 017","04:42","04:48","04:52","282290","292290","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: success","0.017","0.015","0.092","0.600","","","","","","","","","","",""
"1","Aerial","Aerial 005","04:42","04:48","04:52","282577","292577","#40 Puhakainen L.","","New subcategory 1: Offensive | New subcategory 2: Success","0.107","0.607","","","","","","","","","","","","",""
"1","Shot","Shot 003","04:41","04:48","04:53","281865","293865","#40 Puhakainen L.","","New subcategory 2: header | New subcategory 1: Off target","0.102","0.615","0.000","0.667","","","","","","","","","","",""
"1","P/A","P/A 003","04:58","05:08","05:18","298912","318912","","","Outcome: Success | : goal kick","0.059","0.630","0.021","0.481","","","","","","","","","","",""
"1","extraction ","extraction  006","05:02","05:12","05:22","302532","322532","#20 Ojakangas E.","","Outcome: interception","0.329","0.141","","","","","","","","","","","","",""
"1","Ground","Ground 003","05:13","05:19","05:23","313622","323622","#8 O. Adawi","","New subcategory 1: Offensive | New subcategory 2: Success","0.306","0.059","","","","","","","","","","","","",""
"1","Pass","Pass 018","05:14","05:20","05:24","314382","324382","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.306","0.030","0.211","0.015","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 003","05:18","05:24","05:28","318962","328962","#11 Reiju R.","","","0.273","0.015","","","","","","","","","","","","",""
"1","extraction ","extraction  007","05:18","05:28","05:38","318462","338462","#4 Paappanen E.","","Outcome: interception","0.457","0.133","","","","","","","","","","","","",""
"1","Pass","Pass 019","05:41","05:47","05:51","341832","351832","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.723","0.170","0.590","0.052","","","","","","","","","","",""
"1","P/A","P/A 004","05:37","05:47","05:57","337832","357832","","","Outcome: Failure | : throw-in","0.467","0.007","0.661","0.148","","","","","","","","","","",""
"1","Dribble","Dribble 002","05:44","05:50","05:54","344252","354252","#20 Ojakangas E.","","New subcategory 1: Offensive | New subcategory 3: Success","0.571","0.104","0.552","0.178","","","","","","","","","","",""
"1","Pass","Pass 020","05:45","05:51","05:55","345332","355332","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.538","0.200","0.538","0.548","","","","","","","","","","",""
"1","Pass","Pass 021","05:48","05:54","05:58","348132","358132","#15 laine S.","","Outcome: Pass | New subcategory 2: failed","0.543","0.541","0.377","0.274","","","","","","","","","","",""
"1","extraction ","extraction  008","05:50","06:00","06:10","350392","370392","#30 Lehtinen Lassi","","Outcome: recovery","0.742","0.163","","","","","","","","","","","","",""
"1","Pass","Pass 022","06:02","06:08","06:12","362052","372052","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.855","0.489","0.794","0.800","","","","","","","","","","",""
"1","Pass","Pass 023","06:06","06:12","06:16","366972","376972","#40 Puhakainen L.","","Outcome: Through pass | New subcategory 2: success","0.661","0.756","0.329","0.104","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 004","06:12","06:18","06:22","372632","382632","#11 Reiju R.","","","0.192","0.022","","","","","","","","","","","","",""
"1","Pass","Pass 024","06:19","06:25","06:29","379652","389652","#6 Marshall P.","","New subcategory 2: success | Outcome: Throw-in","0.140","0.000","0.064","0.081","","","","","","","","","","",""
"1","Pass","Pass 025","06:31","06:37","06:41","391992","401992","#11 Reiju R.","","Outcome: Cross | New subcategory 2: success","0.031","0.037","0.036","0.400","","","","","","","","","","",""
"1","Shot","Shot 004","06:31","06:38","06:43","391752","403752","#10 Talvitie E.","","New subcategory 1: Off target | New subcategory 2: open ","0.036","0.393","0.002","0.615","","","","","","","","","","",""
"1","P/A","P/A 005","06:44","06:54","07:04","404652","424652","","","Outcome: Failure | : throw-in","0.064","0.985","0.254","0.948","","","","","","","","","","",""
"1","Aerial","Aerial 006","06:49","06:55","06:59","409272","419272","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.230","0.889","","","","","","","","","","","","",""
"1","Pass","Pass 026","06:48","06:54","06:58","408652","418652","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.225","0.919","0.301","0.881","","","","","","","","","","",""
"1","Pass","Pass 027","06:50","06:56","07:00","410512","420512","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.367","0.874","0.509","0.859","","","","","","","","","","",""
"1","Pass","Pass 028","06:54","07:00","07:04","414332","424332","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.623","0.919","0.756","0.674","","","","","","","","","","",""
"1","Pass","Pass 029","06:58","07:04","07:08","418632","428632","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.780","0.600","0.680","0.889","","","","","","","","","","",""
"1","Pass","Pass 030","07:04","07:10","07:14","424492","434492","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.642","0.837","0.723","0.630","","","","","","","","","","",""
"1","Pass","Pass 031","07:14","07:20","07:24","434672","444672","#30 Lehtinen Lassi","","Outcome: Through pass | New subcategory 2: success","0.661","0.593","0.220","0.919","","","","","","","","","","",""
"1","Dribble","Dribble 003","07:20","07:26","07:30","440532","450532","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 3: Success","0.126","0.867","0.116","0.763","","","","","","","","","","",""
"1","Shot","Shot 005","07:20","07:27","07:32","440172","452172","#29 Haapalainen R.","","New subcategory 1: Off target | New subcategory 2: open ","0.206","0.763","0.000","0.467","","","","","","","","","","",""
"1","P/A","P/A 006","07:41","07:51","08:01","461992","481992","","",": goal kick | Outcome: Success","0.021","0.496","0.073","0.719","","","","","","","","","","",""
"1","pressing","pressing 005","07:44","07:54","08:04","464232","484232","#29 Haapalainen R.","","","0.220","0.830","0.126","0.844","","","","","","","","","","",""
"1","pressing","pressing 006","07:47","07:57","08:07","467112","487112","#15 laine S.","","","0.400","0.911","0.348","0.956","","","","","","","","","","",""
"1","pressing","pressing 007","07:49","07:59","08:09","469132","489132","#40 Puhakainen L.","","","0.462","0.830","0.396","0.896","","","","","","","","","","",""
"1","Ground","Ground 004","07:54","08:00","08:04","474272","484272","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.320","0.970","","","","","","","","","","","","",""
"1","Pass","Pass 032","08:02","08:08","08:12","482812","492812","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.296","0.993","0.419","0.911","","","","","","","","","","",""
"1","Pass","Pass 033","08:05","08:11","08:15","485552","495552","#40 Puhakainen L.","","Outcome: Through pass | New subcategory 2: failed","0.372","0.919","0.116","0.652","","","","","","","","","","",""
"1","pressing","pressing 008","08:09","08:19","08:29","489372","509372","#6 Marshall P.","","","0.372","0.133","0.310","0.126","","","","","","","","","","",""
"1","pressing","pressing 009","08:12","08:22","08:32","492072","512072","#11 Reiju R.","","","0.244","0.126","0.211","0.170","","","","","","","","","","",""
"1","pressing","pressing 010","08:14","08:24","08:34","494932","514932","#4 Paappanen E.","","","0.453","0.259","0.391","0.259","","","","","","","","","","",""
"1","extraction ","extraction  009","08:15","08:25","08:35","495672","515672","#4 Paappanen E.","","Outcome: clearance","0.353","0.259","","","","","","","","","","","","",""
"1","P/A","P/A 007","08:39","08:49","08:59","519372","539372","","",": goal kick | Outcome: Success","0.064","0.548","0.088","0.748","","","","","","","","","","",""
"1","pressing","pressing 011","08:48","08:58","09:08","528452","548452","#20 Ojakangas E.","","","0.320","0.096","0.254","0.104","","","","","","","","","","",""
"1","extraction ","extraction  010","08:53","09:03","09:13","533072","553072","#8 O. Adawi","","Outcome: interception","0.344","0.281","","","","","","","","","","","","",""
"1","Pass","Pass 034","08:59","09:05","09:09","539032","549032","#8 O. Adawi","","Outcome: progressive  | New subcategory 2: success","0.363","0.259","0.182","0.348","","","","","","","","","","",""
"1","Pass","Pass 035","09:01","09:07","09:11","541252","551252","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: success","0.182","0.363","0.182","0.148","","","","","","","","","","",""
"1","Pass","Pass 036","09:04","09:10","09:14","544012","554012","#11 Reiju R.","","Outcome: Through pass | New subcategory 2: success","0.225","0.185","0.135","0.067","","","","","","","","","","",""
"1","Dribble","Dribble 004","09:09","09:15","09:19","549532","559532","#6 Marshall P.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.121","0.022","0.111","0.104","","","","","","","","","","",""
"1","counter pressing","counter pressing 003","09:07","09:17","09:27","547032","567032","#8 O. Adawi","","New subcategory 1: success","0.339","0.059","","","","","","","","","","","","",""
"1","Pass","Pass 037","09:14","09:20","09:24","554592","564592","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.377","0.030","0.566","0.170","","","","","","","","","","",""
"1","Pass","Pass 038","09:17","09:23","09:27","557812","567812","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.571","0.200","0.637","0.452","","","","","","","","","","",""
"1","Pass","Pass 039","09:22","09:28","09:32","562892","572892","#30 Lehtinen Lassi","","New subcategory 2: success | Outcome: progressive ","0.680","0.570","0.391","0.911","","","","","","","","","","",""
"1","Pass","Pass 040","09:24","09:30","09:34","564712","574712","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.291","0.859","0.443","0.852","","","","","","","","","","",""
"1","Pass","Pass 041","09:28","09:34","09:38","568092","578092","#40 Puhakainen L.","","Outcome: Through pass | New subcategory 2: success","0.481","0.815","0.102","0.711","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 005","09:29","09:35","09:39","569652","579652","#10 Talvitie E.","","","0.116","0.704","","","","","","","","","","","","",""
"1","P/A","P/A 008","09:42","09:52","10:02","582292","602292","","",": goal kick | Outcome: Success","0.040","0.556","0.092","0.311","","","","","","","","","","",""
"1","pressing","pressing 012","09:45","09:55","10:05","585272","605272","#11 Reiju R.","","","0.225","0.296","0.216","0.200","","","","","","","","","","",""
"1","extraction ","extraction  011","09:52","10:02","10:12","592952","612952","#6 Marshall P.","","Outcome: interception","0.377","0.215","","","","","","","","","","","","",""
"1","Pass","Pass 042","09:57","10:03","10:07","597792","607792","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.415","0.148","0.363","0.326","","","","","","","","","","",""
"1","Pass","Pass 043","09:59","10:05","10:09","599472","609472","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.344","0.259","0.244","0.089","","","","","","","","","","",""
"1","Ground","Ground 005","10:01","10:07","10:11","601892","611892","#20 Ojakangas E.","","New subcategory 1: Offensive | New subcategory 2: Failure","0.254","0.133","","","","","","","","","","","","",""
"1","pressing","pressing 013","10:00","10:10","10:20","600692","620692","#10 Talvitie E.","","","0.216","0.267","0.182","0.304","","","","","","","","","","",""
"1","Aerial","Aerial 007","10:08","10:14","10:18","608712","618712","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.505","0.578","","","","","","","","","","","","",""
"1","Pass","Pass 044","10:09","10:15","10:19","609272","619272","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.505","0.585","0.396","0.481","","","","","","","","","","",""
"1","Pass","Pass 045","10:14","10:20","10:24","614332","624332","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.462","0.496","0.358","0.341","","","","","","","","","","",""
"1","Ground","Ground 006","10:14","10:20","10:24","614952","624952","#8 O. Adawi","","New subcategory 1: Offensive | New subcategory 2: Success","0.367","0.348","","","","","","","","","","","","",""
"1","Pass","Pass 046","10:15","10:21","10:25","615452","625452","#8 O. Adawi","","Outcome: Through pass | New subcategory 2: failed","0.320","0.296","0.107","0.326","","","","","","","","","","",""
"1","extraction ","extraction  012","10:22","10:32","10:42","622972","642972","#30 Lehtinen Lassi","","Outcome: recovery","0.671","0.504","","","","","","","","","","","","",""
"1","Pass","Pass 047","10:27","10:33","10:37","627412","637412","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.675","0.519","0.614","0.778","","","","","","","","","","",""
"1","Pass","Pass 048","10:29","10:35","10:39","629792","639792","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.585","0.844","0.694","0.719","","","","","","","","","","",""
"1","Pass","Pass 049","10:31","10:37","10:41","631352","641352","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.671","0.741","0.709","0.511","","","","","","","","","","",""
"1","Pass","Pass 050","10:38","10:44","10:48","638932","648932","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.685","0.526","0.661","0.289","","","","","","","","","","",""
"1","Pass","Pass 051","10:41","10:47","10:51","641112","651112","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.637","0.274","0.727","0.474","","","","","","","","","","",""
"1","Pass","Pass 052","10:44","10:50","10:54","644092","654092","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.699","0.511","0.647","0.785","","","","","","","","","","",""
"1","Pass","Pass 053","10:50","10:56","11:00","650232","660232","#40 Puhakainen L.","","Outcome: Throw-in | New subcategory 2: success","0.552","0.822","0.220","0.133","","","","","","","","","","",""
"1","Pass","Pass 054","10:54","11:00","11:04","654332","664332","#11 Reiju R.","","Outcome: Pass | New subcategory 2: success","0.083","0.074","0.121","0.319","","","","","","","","","","",""
"1","Shot","Shot 006","10:55","11:02","11:07","655772","667772","#20 Ojakangas E.","","New subcategory 1: Off target | New subcategory 2: open ","0.088","0.319","0.040","0.393","","","","","","","","","","",""
"1","pressing","pressing 014","11:12","11:22","11:32","672132","692132","#10 Talvitie E.","","","0.145","0.489","0.102","0.511","","","","","","","","","","",""
"1","pressing","pressing 015","11:14","11:24","11:34","674832","694832","#29 Haapalainen R.","","","0.263","0.681","0.211","0.726","","","","","","","","","","",""
"1","P/A","P/A 009","11:33","11:43","11:53","693412","713412","","","Outcome: Failure | : through pass","0.410","0.748","0.746","0.933","","","","","","","","","","",""
"1","Pass","Pass 055","11:57","12:03","12:07","717992","727992","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.770","0.970","0.709","0.874","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 006","11:59","12:05","12:09","719792","729792","#24 Asikainen E.","","","0.656","0.874","","","","","","","","","","","","",""
"1","extraction ","extraction  013","11:56","12:06","12:16","716812","736812","#8 O. Adawi","","Outcome: interception","0.647","0.667","","","","","","","","","","","","",""
"1","Pass","Pass 056","12:02","12:08","12:12","722112","732112","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.652","0.630","0.618","0.822","","","","","","","","","","",""
"1","Progressive run","Progressive run 001","12:03","12:13","12:23","723212","743212","#24 Asikainen E.","","","0.600","0.822","0.377","0.919","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 007","12:07","12:13","12:17","727432","737432","#24 Asikainen E.","","","0.320","0.926","","","","","","","","","","","","",""
"1","P/A","P/A 010","12:15","12:25","12:35","735452","755452","","",": throw-in | Outcome: Success","0.353","0.978","0.367","0.822","","","","","","","","","","",""
"1","pressing","pressing 016","12:13","12:23","12:33","733332","753332","#29 Haapalainen R.","","","0.353","0.970","0.348","0.926","","","","","","","","","","",""
"1","pressing","pressing 017","12:16","12:26","12:36","736672","756672","#15 laine S.","","","0.562","0.963","0.505","0.911","","","","","","","","","","",""
"1","extraction ","extraction  014","12:17","12:27","12:37","737732","757732","#15 laine S.","","Outcome: interception","0.400","0.852","","","","","","","","","","","","",""
"1","Pass","Pass 057","12:23","12:29","12:33","743472","753472","#15 laine S.","","Outcome: progressive  | New subcategory 2: success","0.348","0.800","0.230","0.889","","","","","","","","","","",""
"1","Dribble","Dribble 005","12:26","12:32","12:36","746132","756132","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.277","0.830","0.230","0.830","","","","","","","","","","",""
"1","Pass","Pass 058","12:47","12:53","12:57","767452","777452","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.377","0.015","0.263","0.052","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 008","12:49","12:55","12:59","769692","779692","#20 Ojakangas E.","","","0.291","0.067","","","","","","","","","","","","",""
"1","P/A","P/A 011","12:51","13:01","13:11","771032","791032","","","Outcome: Success | : throw-in","0.301","0.015","0.320","0.178","","","","","","","","","","",""
"1","pressing","pressing 018","12:58","13:08","13:18","778332","798332","#11 Reiju R.","","","0.320","0.200","0.287","0.126","","","","","","","","","","",""
"1","counter pressing","counter pressing 004","13:04","13:14","13:24","784432","804432","#15 laine S.","","New subcategory 1: success","0.438","0.844","","","","","","","","","","","","",""
"1","pressing","pressing 019","13:04","13:14","13:24","784912","804912","#15 laine S.","","","0.519","0.867","0.467","0.859","","","","","","","","","","",""
"1","Pass","Pass 059","13:12","13:18","13:22","792232","802232","#8 O. Adawi","","Outcome: progressive  | New subcategory 2: success","0.457","0.689","0.348","0.763","","","","","","","","","","",""
"1","Pass","Pass 060","13:13","13:19","13:23","793192","803192","#29 Haapalainen R.","","Outcome: Through pass | New subcategory 2: success","0.306","0.800","0.168","0.926","","","","","","","","","","",""
"1","Progressive run","Progressive run 002","13:14","13:24","13:34","794932","814932","#15 laine S.","","","0.178","0.844","0.059","0.719","","","","","","","","","","",""
"1","Shot","Shot 007","13:18","13:25","13:30","798552","810552","#15 laine S.","","New subcategory 1: on target  | New subcategory 2: open ","0.102","0.726","0.031","0.585","","","","","","","","","","",""
"1","pressing","pressing 020","13:30","13:40","13:50","810592","830592","#11 Reiju R.","","","0.268","0.333","0.216","0.244","","","","","","","","","","",""
"1","pressing","pressing 021","13:33","13:43","13:53","813272","833272","#29 Haapalainen R.","","","0.145","0.430","0.130","0.504","","","","","","","","","","",""
"1","pressing","pressing 022","13:36","13:46","13:56","816452","836452","#6 Marshall P.","","","0.472","0.133","0.391","0.089","","","","","","","","","","",""
"1","P/A","P/A 012","13:42","13:52","14:02","822332","842332","","","Outcome: Failure | : through pass","0.419","0.259","0.680","0.170","","","","","","","","","","",""
"1","extraction ","extraction  015","13:43","13:53","14:03","823992","843992","#30 Lehtinen Lassi","","Outcome: recovery","0.860","0.215","","","","","","","","","","","","",""
"1","Pass","Pass 061","13:53","13:59","14:03","833392","843392","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.855","0.393","0.803","0.719","","","","","","","","","","",""
"1","Pass","Pass 062","13:58","14:04","14:08","838512","848512","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.742","0.726","0.780","0.511","","","","","","","","","","",""
"1","Pass","Pass 063","14:05","14:11","14:15","845692","855692","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.723","0.474","0.666","0.726","","","","","","","","","","",""
"1","Pass","Pass 064","14:08","14:14","14:18","848112","858112","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.680","0.770","0.571","0.704","","","","","","","","","","",""
"1","Pass","Pass 065","14:11","14:17","14:21","851492","861492","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.566","0.711","0.600","0.319","","","","","","","","","","",""
"1","Dribble","Dribble 006","14:19","14:25","14:29","859992","869992","#4 Paappanen E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.656","0.252","0.590","0.252","","","","","","","","","","",""
